S No.,params,perc_distance,precision_micro_train,precision_macro_train,precision_weighted_train,recall_micro_train,recall_macro_train,recall_weighted_train,f1_micro_train,f1_macro_train,f1_weighted_train,accuracy_train,precision_micro_test,precision_macro_test,precision_weighted_test,recall_micro_test,recall_macro_test,recall_weighted_test,f1_micro_test,f1_macro_test,f1_weighted_test,accuracy_test
147,"(5, (0.3, 0.7), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.757575758,0.818181818,0.81,0.753333333,0.81,0.81,0.745897899,0.806898172,0.81
148,"(5, (0.3, 0.7), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.713900135,0.785425101,0.77,0.7,0.77,0.77,0.681957419,0.758942812,0.77
149,"(5, (0.3, 0.7), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.666666667,0.75,0.75,0.666666667,0.75,0.75,0.66000272,0.74500204,0.75
150,"(5, (0.3, 0.7), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.74,0.66162465,0.746218487,0.74,0.666666667,0.74,0.74,0.653514739,0.735034014,0.74
151,"(5, (0.3, 0.7), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.700794764,0.775596073,0.76,0.706666667,0.76,0.76,0.700396825,0.764880952,0.76
152,"(5, (0.3, 0.7), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.7,0.58004158,0.685031185,0.7,0.6,0.7,0.7,0.575551783,0.681663837,0.7
153,"(5, (0.3, 0.7), (100, 250))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.648544266,0.726604278,0.73,0.646666667,0.73,0.73,0.63742169,0.720640525,0.73
154,"(5, (0.3, 0.7), (100, 300))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.648752834,0.731462585,0.73,0.653333333,0.73,0.73,0.636620301,0.719889468,0.73
155,"(5, (0.3, 0.7), (100, 350))",1,1,1,1,1,1,1,1,1,1,1,0.84,0.797979798,0.848484848,0.84,0.8,0.84,0.84,0.795905209,0.841826866,0.84
156,"(5, (0.3, 0.7), (100, 400))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.683991684,0.762993763,0.76,0.68,0.76,0.76,0.660441426,0.74533107,0.76
157,"(5, (0.3, 0.7), (100, 450))",1,1,1,1,1,1,1,1,1,1,1,0.71,0.610275689,0.707706767,0.71,0.626666667,0.71,0.71,0.602476888,0.696755625,0.71
158,"(5, (0.3, 0.7), (100, 500))",1,1,1,1,1,1,1,1,1,1,1,0.74,0.655580192,0.741685144,0.74,0.666666667,0.74,0.74,0.631244417,0.718331272,0.74
159,"(5, (0.3, 0.7), (150, 200))",1,1,1,1,1,1,1,1,1,1,1,0.71,0.638095238,0.728571429,0.71,0.646666667,0.71,0.71,0.634307992,0.712573099,0.71
160,"(5, (0.3, 0.7), (150, 250))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.690904139,0.757761438,0.75,0.693333333,0.75,0.75,0.682653195,0.746683774,0.75
161,"(5, (0.3, 0.7), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.643055556,0.727083333,0.72,0.646666667,0.72,0.72,0.640195727,0.719942714,0.72
162,"(5, (0.3, 0.7), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.686091686,0.764568765,0.76,0.68,0.76,0.76,0.652777778,0.739583333,0.76
163,"(5, (0.3, 0.7), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.666666667,0.75,0.75,0.666666667,0.75,0.75,0.65550503,0.741628772,0.75
164,"(5, (0.3, 0.7), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.69973545,0.774801587,0.77,0.693333333,0.77,0.77,0.677735743,0.758301807,0.77
165,"(5, (0.3, 0.7), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.646666667,0.72,0.72,0.646666667,0.72,0.72,0.63550503,0.711628772,0.72
166,"(5, (0.3, 0.7), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.7,0.630765098,0.712435525,0.7,0.633333333,0.7,0.7,0.62651973,0.70184856,0.7
167,"(5, (0.3, 0.7), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.694886063,0.761360625,0.76,0.686666667,0.76,0.76,0.664612233,0.741033432,0.76
168,"(5, (0.3, 0.7), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.74,0.656507937,0.732380952,0.74,0.666666667,0.74,0.74,0.647777778,0.725833333,0.74
169,"(5, (0.3, 0.7), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.739014525,0.799158853,0.79,0.733333333,0.79,0.79,0.713637617,0.777652455,0.79
170,"(5, (0.3, 0.7), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.675029869,0.756272401,0.72,0.68,0.72,0.72,0.672479694,0.73262064,0.72
171,"(5, (0.3, 0.7), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.703989704,0.777992278,0.77,0.7,0.77,0.77,0.68177223,0.75880392,0.77
172,"(5, (0.3, 0.7), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.657565729,0.732970215,0.73,0.66,0.73,0.73,0.640457511,0.717716871,0.73
173,"(5, (0.4, 0.6), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.753879976,0.810409982,0.8,0.74,0.8,0.8,0.735533662,0.796650246,0.8
174,"(5, (0.4, 0.6), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.706349206,0.779761905,0.77,0.706666667,0.77,0.77,0.705686048,0.774162495,0.77
175,"(5, (0.4, 0.6), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.716554525,0.782096745,0.77,0.72,0.77,0.77,0.717609222,0.775320318,0.77
176,"(5, (0.4, 0.6), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.62745098,0.720588235,0.72,0.633333333,0.72,0.72,0.621868402,0.713876049,0.72
177,"(5, (0.4, 0.6), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.65030388,0.73772791,0.72,0.653333333,0.72,0.72,0.648809524,0.726190476,0.72
178,"(5, (0.4, 0.6), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.71,0.636363636,0.727272727,0.71,0.64,0.71,0.71,0.634238522,0.715262225,0.71
179,"(5, (0.4, 0.6), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.665771281,0.738911794,0.73,0.666666667,0.73,0.73,0.664777022,0.733276644,0.73
180,"(5, (0.4, 0.6), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.74,0.666666667,0.75,0.74,0.666666667,0.74,0.74,0.658155891,0.738514878,0.74
181,"(5, (0.4, 0.6), (100, 250))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.708333333,0.78125,0.77,0.693333333,0.77,0.77,0.663003663,0.747252747,0.77
182,"(5, (0.4, 0.6), (100, 300))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.709111488,0.781833616,0.78,0.706666667,0.78,0.78,0.702380952,0.776785714,0.78
183,"(5, (0.4, 0.6), (100, 350))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.713815789,0.785361842,0.78,0.713333333,0.78,0.78,0.707159312,0.777844232,0.78
184,"(5, (0.4, 0.6), (100, 400))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.736808237,0.802606178,0.79,0.726666667,0.79,0.79,0.709618935,0.779688949,0.79
185,"(5, (0.4, 0.6), (100, 450))",1,1,1,1,1,1,1,1,1,1,1,0.82,0.770647653,0.82798574,0.82,0.76,0.82,0.82,0.753694581,0.815270936,0.82
186,"(5, (0.4, 0.6), (100, 500))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.704506803,0.773278061,0.77,0.706666667,0.77,0.77,0.691796009,0.761271249,0.77
187,"(5, (0.4, 0.6), (150, 200))",1,1,1,1,1,1,1,1,1,1,1,0.71,0.595672515,0.691754386,0.71,0.62,0.71,0.71,0.589214929,0.686911197,0.71
188,"(5, (0.4, 0.6), (150, 250))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.740601504,0.805451128,0.79,0.733333333,0.79,0.79,0.713180999,0.779783708,0.79
189,"(5, (0.4, 0.6), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.683787762,0.757632488,0.75,0.686666667,0.75,0.75,0.681529133,0.750942768,0.75
190,"(5, (0.4, 0.6), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.651515152,0.738636364,0.73,0.653333333,0.73,0.73,0.650192766,0.732542533,0.73
191,"(5, (0.4, 0.6), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.671428571,0.753571429,0.75,0.673333333,0.75,0.75,0.660047631,0.742510471,0.75
192,"(5, (0.4, 0.6), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.65,0.7375,0.72,0.653333333,0.72,0.72,0.644868173,0.723234463,0.72
193,"(5, (0.4, 0.6), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.67,0.600694444,0.700520833,0.67,0.6,0.67,0.67,0.596338871,0.681296707,0.67
194,"(5, (0.4, 0.6), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.55,0.514245014,0.607905983,0.55,0.52,0.55,0.55,0.501407798,0.56210236,0.55
195,"(5, (0.4, 0.6), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.71,0.650649351,0.737987013,0.71,0.66,0.71,0.71,0.647014413,0.716443606,0.71
196,"(5, (0.4, 0.6), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.69,0.602044528,0.685575949,0.69,0.626666667,0.69,0.69,0.596208917,0.673960812,0.69
197,"(5, (0.4, 0.6), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.68,0.611447811,0.697474747,0.68,0.62,0.68,0.68,0.610631862,0.684289686,0.68
198,"(5, (0.4, 0.6), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.74,0.684583987,0.743029827,0.74,0.686666667,0.74,0.74,0.685513963,0.7414082,0.74
199,"(5, (0.4, 0.6), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.664624973,0.743149581,0.73,0.666666667,0.73,0.73,0.65970165,0.731889639,0.73
200,"(5, (0.4, 0.6), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.68,0.598222765,0.66982092,0.68,0.6,0.68,0.68,0.597755044,0.673806479,0.68
201,"(5, (0.5, 0.5), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.74,0.66524029,0.743828176,0.74,0.666666667,0.74,0.74,0.661856662,0.738816739,0.74
202,"(5, (0.5, 0.5), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.722672065,0.792004049,0.78,0.713333333,0.78,0.78,0.692539429,0.76687932,0.78
203,"(5, (0.5, 0.5), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.746031746,0.80952381,0.8,0.733333333,0.8,0.8,0.722222222,0.791666667,0.8
204,"(5, (0.5, 0.5), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.639421963,0.724247323,0.72,0.653333333,0.72,0.72,0.634912587,0.713297842,0.72
205,"(5, (0.5, 0.5), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.715686275,0.786764706,0.78,0.713333333,0.78,0.78,0.703385754,0.775014063,0.78
206,"(5, (0.5, 0.5), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.707013068,0.77515776,0.77,0.706666667,0.77,0.77,0.700425306,0.767743222,0.77
207,"(5, (0.5, 0.5), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.757984254,0.81358623,0.81,0.746666667,0.81,0.81,0.738779849,0.80160964,0.81
208,"(5, (0.5, 0.5), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.664285714,0.748214286,0.73,0.673333333,0.73,0.73,0.660233918,0.732017544,0.73
209,"(5, (0.5, 0.5), (100, 250))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.625,0.71875,0.73,0.64,0.73,0.73,0.604395604,0.703296703,0.73
210,"(5, (0.5, 0.5), (100, 300))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.708699902,0.781524927,0.77,0.713333333,0.77,0.77,0.707522535,0.772909943,0.77
211,"(5, (0.5, 0.5), (100, 350))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.745098039,0.808823529,0.8,0.74,0.8,0.8,0.730558205,0.795393401,0.8
212,"(5, (0.5, 0.5), (100, 400))",1,1,1,1,1,1,1,1,1,1,1,0.82,0.780634921,0.83047619,0.82,0.766666667,0.82,0.82,0.754444444,0.810833333,0.82
213,"(5, (0.5, 0.5), (100, 450))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.650793651,0.727678571,0.72,0.653333333,0.72,0.72,0.651264279,0.723142087,0.72
214,"(5, (0.5, 0.5), (100, 500))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.698961039,0.769220779,0.77,0.7,0.77,0.77,0.698137294,0.768602971,0.77
215,"(5, (0.5, 0.5), (150, 200))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.70149366,0.770801096,0.76,0.706666667,0.76,0.76,0.69750497,0.76024213,0.76
216,"(5, (0.5, 0.5), (150, 250))",1,1,1,1,1,1,1,1,1,1,1,0.7,0.654689755,0.72965368,0.7,0.653333333,0.7,0.7,0.646181519,0.708040395,0.7
217,"(5, (0.5, 0.5), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.71,0.643385394,0.703692892,0.71,0.64,0.71,0.71,0.633986928,0.700980392,0.71
218,"(5, (0.5, 0.5), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.66,0.59037037,0.687222222,0.66,0.586666667,0.66,0.66,0.586347687,0.671339713,0.66
219,"(5, (0.5, 0.5), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.63,0.587571255,0.678483319,0.63,0.58,0.63,0.63,0.578868046,0.648436748,0.63
220,"(5, (0.5, 0.5), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.68,0.585673768,0.684153285,0.68,0.586666667,0.68,0.68,0.584855649,0.681065979,0.68
221,"(5, (0.5, 0.5), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.759206349,0.814404762,0.8,0.74,0.8,0.8,0.727115034,0.790336276,0.8
222,"(5, (0.5, 0.5), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.45,0.418467643,0.486927656,0.45,0.42,0.45,0.45,0.408044292,0.457718613,0.45
223,"(5, (0.5, 0.5), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.48,0.440100251,0.520864662,0.48,0.446666667,0.48,0.48,0.42820996,0.485930197,0.48
224,"(5, (0.5, 0.5), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.57,0.542513043,0.618423243,0.57,0.54,0.57,0.57,0.533896715,0.585815795,0.57
225,"(5, (0.5, 0.5), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.65,0.625853044,0.684506062,0.65,0.62,0.65,0.65,0.607771735,0.654753532,0.65
226,"(5, (0.5, 0.5), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.65,0.618908869,0.701361139,0.65,0.62,0.65,0.65,0.610920637,0.666055646,0.65
227,"(5, (0.5, 0.5), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.7,0.643504365,0.712220111,0.7,0.633333333,0.7,0.7,0.616313511,0.689507861,0.7
228,"(5, (0.5, 0.5), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.71,0.654731458,0.724744246,0.71,0.66,0.71,0.71,0.65014909,0.711570151,0.71
229,"(5, (0.6, 0.4), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.640063829,0.725145911,0.73,0.64,0.73,0.73,0.639673526,0.727279897,0.73
230,"(5, (0.6, 0.4), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.713815789,0.785361842,0.78,0.713333333,0.78,0.78,0.707159312,0.777844232,0.78
231,"(5, (0.6, 0.4), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.741296519,0.795768307,0.79,0.74,0.79,0.79,0.728389627,0.783665957,0.79
232,"(5, (0.6, 0.4), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.700794764,0.775596073,0.76,0.706666667,0.76,0.76,0.700396825,0.764880952,0.76
233,"(5, (0.6, 0.4), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.732330403,0.789443881,0.79,0.726666667,0.79,0.79,0.725901479,0.787000367,0.79
234,"(5, (0.6, 0.4), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.65959328,0.74469496,0.72,0.66,0.72,0.72,0.657837404,0.730220158,0.72
235,"(5, (0.6, 0.4), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.85,0.831372549,0.868627451,0.85,0.8,0.85,0.85,0.795287241,0.843990183,0.85
236,"(5, (0.6, 0.4), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.655341664,0.736187099,0.73,0.666666667,0.73,0.73,0.651293322,0.725583393,0.73
237,"(5, (0.6, 0.4), (100, 250))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.691682127,0.763659555,0.76,0.693333333,0.76,0.76,0.65998446,0.737412587,0.76
238,"(5, (0.6, 0.4), (100, 300))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.723824786,0.787660256,0.78,0.726666667,0.78,0.78,0.724956649,0.783513405,0.78
239,"(5, (0.6, 0.4), (100, 350))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.753472222,0.805300245,0.8,0.74,0.8,0.8,0.736130756,0.794672324,0.8
240,"(5, (0.6, 0.4), (100, 400))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.700154178,0.769796485,0.76,0.706666667,0.76,0.76,0.700999688,0.762863168,0.76
241,"(5, (0.6, 0.4), (100, 450))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.696457327,0.766908213,0.75,0.7,0.75,0.75,0.697115385,0.757211538,0.75
242,"(5, (0.6, 0.4), (100, 500))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.767399267,0.815934066,0.8,0.733333333,0.8,0.8,0.724458204,0.788441692,0.8
243,"(5, (0.6, 0.4), (150, 200))",1,1,1,1,1,1,1,1,1,1,1,0.59,0.539225589,0.603282828,0.59,0.553333333,0.59,0.59,0.537723004,0.589462466,0.59
244,"(5, (0.6, 0.4), (150, 250))",1,1,1,1,1,1,1,1,1,1,1,0.63,0.585320243,0.645511921,0.63,0.586666667,0.63,0.63,0.583333333,0.635416667,0.63
245,"(5, (0.6, 0.4), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.63,0.598792806,0.674704361,0.63,0.593333333,0.63,0.63,0.590422199,0.646113353,0.63
246,"(5, (0.6, 0.4), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.66,0.596148934,0.686000589,0.66,0.593333333,0.66,0.66,0.592967167,0.671041165,0.66
247,"(5, (0.6, 0.4), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.689111488,0.751833616,0.75,0.686666667,0.75,0.75,0.682380952,0.746785714,0.75
248,"(5, (0.6, 0.4), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.744928003,0.803376854,0.79,0.746666667,0.79,0.79,0.738628853,0.791085042,0.79
249,"(5, (0.6, 0.4), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.713770964,0.77117728,0.77,0.693333333,0.77,0.77,0.689121671,0.7595597,0.77
250,"(5, (0.6, 0.4), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.49,0.455342001,0.489047484,0.49,0.413333333,0.49,0.49,0.410219744,0.46982697,0.49
251,"(5, (0.6, 0.4), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.45,0.405833161,0.441167323,0.45,0.406666667,0.45,0.45,0.405377741,0.444810005,0.45
252,"(5, (0.6, 0.4), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.57,0.527777778,0.5625,0.57,0.52,0.57,0.57,0.522852021,0.565215939,0.57
253,"(5, (0.6, 0.4), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.63,0.573012736,0.651350461,0.63,0.58,0.63,0.63,0.571614902,0.636157985,0.63
254,"(5, (0.6, 0.4), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.59,0.539647535,0.625665884,0.59,0.533333333,0.59,0.59,0.533757129,0.604618922,0.59
255,"(5, (0.6, 0.4), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.68,0.618045816,0.702664797,0.68,0.613333333,0.68,0.68,0.613095238,0.688988095,0.68
256,"(5, (0.6, 0.4), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.69,0.589006381,0.672886862,0.69,0.593333333,0.69,0.69,0.589956878,0.680331736,0.69
257,"(5, (0.7, 0.3), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.665272474,0.743635206,0.73,0.666666667,0.73,0.73,0.66532164,0.736104632,0.73
258,"(5, (0.7, 0.3), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.71,0.68245614,0.761842105,0.71,0.666666667,0.71,0.71,0.662019784,0.724775707,0.71
259,"(5, (0.7, 0.3), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.748309179,0.805797101,0.79,0.753333333,0.79,0.79,0.748368893,0.79565167,0.79
260,"(5, (0.7, 0.3), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.687264805,0.755644682,0.76,0.686666667,0.76,0.76,0.685952801,0.757038859,0.76
261,"(5, (0.7, 0.3), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.85,0.804102564,0.853076923,0.85,0.806666667,0.85,0.85,0.805260448,0.851420083,0.85
262,"(5, (0.7, 0.3), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.86,0.840436919,0.870712305,0.86,0.813333333,0.86,0.86,0.814892624,0.856267507,0.86
263,"(5, (0.7, 0.3), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.741168831,0.800876623,0.8,0.74,0.8,0.8,0.739084705,0.799313529,0.8
264,"(5, (0.7, 0.3), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.81,0.769305347,0.821544228,0.81,0.78,0.81,0.81,0.772746914,0.813935185,0.81
265,"(5, (0.7, 0.3), (100, 250))",1,1,1,1,1,1,1,1,1,1,1,0.67,0.605203301,0.692791365,0.67,0.606666667,0.67,0.67,0.602192982,0.677960526,0.67
266,"(5, (0.7, 0.3), (100, 300))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.662748626,0.736191904,0.72,0.666666667,0.72,0.72,0.66308642,0.726481481,0.72
267,"(5, (0.7, 0.3), (100, 350))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.717948718,0.764423077,0.76,0.7,0.76,0.76,0.696577647,0.752825392,0.76
268,"(5, (0.7, 0.3), (100, 400))",1,1,1,1,1,1,1,1,1,1,1,0.76,0.682544512,0.757006423,0.76,0.68,0.76,0.76,0.678181151,0.756160616,0.76
269,"(5, (0.7, 0.3), (100, 450))",1,1,1,1,1,1,1,1,1,1,1,0.78,0.718505921,0.7837774,0.78,0.72,0.78,0.78,0.718836719,0.781551782,0.78
270,"(5, (0.7, 0.3), (100, 500))",1,1,1,1,1,1,1,1,1,1,1,0.82,0.770222985,0.813516295,0.82,0.76,0.82,0.82,0.763908283,0.815649659,0.82
271,"(5, (0.7, 0.3), (150, 200))",1,1,1,1,1,1,1,1,1,1,1,0.44,0.393357343,0.442977191,0.44,0.393333333,0.44,0.44,0.387645625,0.437198865,0.44
272,"(5, (0.7, 0.3), (150, 250))",1,1,1,1,1,1,1,1,1,1,1,0.56,0.517127496,0.566417051,0.56,0.513333333,0.56,0.56,0.511880712,0.560678211,0.56
273,"(5, (0.7, 0.3), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.64,0.587203557,0.657793972,0.64,0.586666667,0.64,0.64,0.583364439,0.645856663,0.64
274,"(5, (0.7, 0.3), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.82,0.780667799,0.825500849,0.82,0.773333333,0.82,0.82,0.77021645,0.817662338,0.82
275,"(5, (0.7, 0.3), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.77,0.712035583,0.773822606,0.77,0.713333333,0.77,0.77,0.712576748,0.771806298,0.77
276,"(5, (0.7, 0.3), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.680636777,0.737329435,0.75,0.673333333,0.75,0.75,0.673076923,0.740384615,0.75
277,"(5, (0.7, 0.3), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.68,0.556410256,0.657692308,0.68,0.573333333,0.68,0.68,0.55252838,0.659494324,0.68
278,"(5, (0.7, 0.3), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.49,0.471503831,0.52029454,0.49,0.48,0.49,0.49,0.469610355,0.498275182,0.49
279,"(5, (0.7, 0.3), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.51,0.52320412,0.618209542,0.51,0.493333333,0.51,0.51,0.488079794,0.538899351,0.51
280,"(5, (0.7, 0.3), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.6,0.584877735,0.668388031,0.6,0.573333333,0.6,0.6,0.568502855,0.62177944,0.6
281,"(5, (0.7, 0.3), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.64,0.592145396,0.671886825,0.64,0.58,0.64,0.64,0.573433584,0.645864662,0.64
282,"(5, (0.7, 0.3), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.74,0.667110322,0.745230701,0.74,0.666666667,0.74,0.74,0.665999619,0.741923957,0.74
283,"(5, (0.7, 0.3), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.697917321,0.753029827,0.75,0.7,0.75,0.75,0.698847296,0.7514082,0.75
284,"(5, (0.7, 0.3), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.72,0.6497669,0.713286713,0.72,0.646666667,0.72,0.72,0.647336949,0.715894869,0.72
285,"(5, (0.8, 0.2), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.84,0.795102449,0.846326837,0.84,0.8,0.84,0.84,0.795666415,0.84164777,0.84
286,"(5, (0.8, 0.2), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.74,0.681963646,0.751056068,0.74,0.68,0.74,0.74,0.677314404,0.742679681,0.74
287,"(5, (0.8, 0.2), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.753472222,0.805300245,0.8,0.74,0.8,0.8,0.736130756,0.794672324,0.8
288,"(5, (0.8, 0.2), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.75,0.67947861,0.749805036,0.75,0.673333333,0.75,0.75,0.665176105,0.741456337,0.75
289,"(5, (0.8, 0.2), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.79,0.72998366,0.792585784,0.79,0.72,0.79,0.79,0.715162494,0.783896623,0.79
290,"(5, (0.8, 0.2), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.73,0.641025641,0.721153846,0.73,0.64,0.73,0.73,0.6396885,0.724864414,0.73
291,"(5, (0.8, 0.2), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.8,0.782429282,0.827206577,0.8,0.733333333,0.8,0.8,0.719270504,0.784550917,0.8
292,"(5, (0.8, 0.2), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.69,0.657142857,0.719047619,0.69,0.666666667,0.69,0.69,0.657523554,0.699664405,0.69
